Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2009,2009,3050,FAO TIER 1,kt,874.0034,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2009,2009,3050,FAO TIER 1,kt,13.0228,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2009,2009,3050,FAO TIER 1,kt,20.0205,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2009,2009,3050,FAO TIER 1,kt,10448.7197,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,0.449,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,0.0792,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,10121.4324,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,929.9732,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,12.5723,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,20.9981,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2010,2010,3050,FAO TIER 1,kt,11084.9759,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,0.4548,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,0.0822,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,9896.271,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,1005.386,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,12.7333,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,21.7711,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2011,2011,3050,FAO TIER 1,kt,10936.1614,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,0.4845,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,0.1017,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,10278.8876,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,1080.7665,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,13.5648,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,26.9463,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2012,2012,3050,FAO TIER 1,kt,11400.1652,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,0.5451,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,0.0978,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,10007.0648,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,1154.313,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,15.2625,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,25.9178,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2013,2013,3050,FAO TIER 1,kt,11202.5581,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,0.6127,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,0.0867,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,9255.7378,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,1200.9589,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,17.156,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,22.9691,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2014,2014,3050,FAO TIER 1,kt,10496.8219,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,0.7263,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,0.0829,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,8158.6154,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,1223.5245,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,20.3351,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,21.9704,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2015,2015,3050,FAO TIER 1,kt,9424.4454,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,0.6792,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,0.0663,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,7400.976,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,1238.3667,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,19.0184,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,17.5594,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2016,2016,3050,FAO TIER 1,kt,8675.9206,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,0.7393,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,0.0633,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,7222.0717,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,1249.156,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,20.6999,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,16.7793,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2017,2017,3050,FAO TIER 1,kt,8508.7069,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,0.8378,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,0.0678,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,7436.8174,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,1221.8175,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,23.4585,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,17.9638,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2018,2018,3050,FAO TIER 1,kt,8700.0571,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,0.765,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,0.0722,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,7104.4104,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,1175.5037,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,21.4197,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,19.1447,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2019,2019,3050,FAO TIER 1,kt,8320.4785,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,0.7376,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,0.0671,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,6799.2389,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,1154.5493,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,20.6532,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,17.7818,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2020,2020,3050,FAO TIER 1,kt,7992.2232,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,0.7022,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,0.0678,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,6889.9968,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,1134.3023,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,19.6605,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,17.9704,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2021,2021,3050,FAO TIER 1,kt,8061.9301,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,0.6701,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,0.0689,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,6844.721,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,1134.3023,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,18.7622,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,18.267,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2022,2022,3050,FAO TIER 1,kt,8016.0524,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,0.6701,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,0.0689,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,6844.721,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,717815,Emissions (CO2eq) from F-gases (AR5),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,1134.3023,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,18.7622,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,18.267,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6507,Food Processing,2023,2023,3050,FAO TIER 1,kt,8016.0524,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,0.6628,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,0.0521,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,4940.3942,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,18.5572,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,13.8174,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kt,4972.7688,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,0.8137,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,0.053,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,4885.3149,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,22.7845,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,14.0389,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kt,4922.1383,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,0.9328,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,0.0501,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,4748.0235,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,26.1172,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,13.2837,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kt,4787.4243,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,0.718,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,0.043,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,4236.8387,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,20.1047,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,11.4043,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kt,4268.3477,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,0.6071,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,0.0414,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,4227.6041,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,17,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,10.9646,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kt,4255.5688,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,0.5467,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,0.0399,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,4230.0774,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,15.3072,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,10.582,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kt,4255.9665,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7225,Emissions (CH4),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,0.3679,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,0.0367,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7273,Emissions (CO2),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,4034.3075,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724413,Emissions (CO2eq) from CH4 (AR5),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,10.3015,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,9.7308,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kt,4054.3398,E,Estimated value,,
