Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","1997","1997","t","577000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","1998","1998","t","586000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","1999","1999","t","540830","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2000","2000","t","639915","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2001","2001","t","620839","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2002","2002","t","753344","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2003","2003","t","748590","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2004","2004","t","625971","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2005","2005","t","528500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2006","2006","t","727763","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2007","2007","t","711696","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2008","2008","t","783574","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2009","2009","t","744417","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2010","2010","t","685310","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2011","2011","t","613369","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2012","2012","t","627045","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2013","2013","t","963563","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2014","2014","t","819985","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2015","2015","t","799000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2016","2016","t","816000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2017","2017","t","875000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2018","2018","t","850000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2019","2019","t","1076000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2020","2020","t","1031000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2021","2021","t","1123000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2022","2022","t","1107000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2023","2023","t","830000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","0117","Oats","2024","2024","t","986000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1961","1961","t","47449","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1962","1962","t","56188","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1963","1963","t","73358","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1964","1964","t","78236","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1965","1965","t","85348","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1966","1966","t","87482","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1967","1967","t","97947","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1968","1968","t","119589","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1969","1969","t","116744","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1970","1970","t","144279","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1971","1971","t","229932","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1972","1972","t","194066","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1973","1973","t","223429","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1974","1974","t","243900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1975","1975","t","173500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1976","1976","t","151400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1977","1977","t","305800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1978","1978","t","230500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1979","1979","t","213800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1980","1980","t","224800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1981","1981","t","230000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1982","1982","t","231300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1983","1983","t","174600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1984","1984","t","237947","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1985","1985","t","267495","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1986","1986","t","247424","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1987","1987","t","286500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1988","1988","t","298900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1989","1989","t","225189","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1990","1990","t","241073","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1991","1991","t","250641","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1992","1992","t","259022","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1993","1993","t","346366","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1994","1994","t","256929","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1995","1995","t","255000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1996","1996","t","284600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1997","1997","t","335900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1998","1998","t","342000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","1999","1999","t","391400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2000","2000","t","392700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2001","2001","t","374900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2002","2002","t","283400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2003","2003","t","373600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","t","340900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","t","413600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","t","358800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","t","304050","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","t","349200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","t","354900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","t","364500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","t","328000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","t","373606","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","t","354646","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","t","373819","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","394219","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","371889","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","379909","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","389116","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","t","356883.93","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","396141.05","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","376839.38","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","308584.1","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","309677.44","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","256191.6","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1965","1965","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1973","1973","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1974","1974","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1975","1975","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1976","1976","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1977","1977","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1978","1978","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1979","1979","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1980","1980","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1981","1981","t","24700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1982","1982","t","26700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1983","1983","t","25300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1984","1984","t","22260","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1985","1985","t","25060","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1986","1986","t","29816","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1987","1987","t","30600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1988","1988","t","29600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1989","1989","t","26951","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1990","1990","t","24357","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1991","1991","t","27743","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1992","1992","t","26579","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1993","1993","t","26982","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1994","1994","t","25641","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1995","1995","t","24000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1996","1996","t","28000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1997","1997","t","26200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1998","1998","t","25300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","1999","1999","t","26100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2000","2000","t","19000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2001","2001","t","13300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2002","2002","t","11300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2003","2003","t","16400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2004","2004","t","14400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2005","2005","t","24100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2006","2006","t","24500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2007","2007","t","19900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2008","2008","t","15350","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2009","2009","t","13900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2010","2010","t","14400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2011","2011","t","14800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2012","2012","t","14443","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2013","2013","t","13681","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2014","2014","t","13761","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2015","2015","t","13912","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2016","2016","t","18785","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2017","2017","t","14735","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2018","2018","t","15467","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2019","2019","t","14990.21","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","14931.91","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2021","2021","t","15036.95","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","15336.17","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2023","2023","t","14605.15","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01253.01","Onions and shallots, green","2024","2024","t","15638.17","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1961","1961","t","48567","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1962","1962","t","49380","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1963","1963","t","63503","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1964","1964","t","73867","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1965","1965","t","65840","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1966","1966","t","73156","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1967","1967","t","89311","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1968","1968","t","73664","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1969","1969","t","112172","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1970","1970","t","106584","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1971","1971","t","97947","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1972","1972","t","84332","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1973","1973","t","125990","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1974","1974","t","133100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1975","1975","t","91900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1976","1976","t","93900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01241.90","Other beans, green","1977","1977","t","111700","A","Official figure",""
